o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,volume,geometry
13,B3,90,J0,18.66474787574069,0.0,"LINESTRING (4.187937 51.972790485, 3.9967422 51.85335040500001)"
13,B3,91,J1,15.90050197395177,0.0,"LINESTRING (4.187937 51.972790485, 4.0604738 51.85335040500001)"
13,B3,92,J2,13.982053625096533,0.0,"LINESTRING (4.187937 51.972790485, 4.1242054 51.853350405)"
13,B3,93,J3,13.281130934022269,0.0,"LINESTRING (4.187937 51.972790485, 4.187937 51.85335040500001)"
13,B3,94,J4,13.982053625418827,0.0,"LINESTRING (4.187937 51.972790485, 4.2516686 51.85335040500001)"
13,B3,95,J5,15.90050197366836,0.4350826044003663,"LINESTRING (4.187937 51.972790485, 4.3154002 51.853350405)"
13,B3,96,J6,18.66474787574069,11.800263614234654,"LINESTRING (4.187937 51.972790485, 4.3791318 51.85335040500001)"
13,B3,97,J7,21.957647894982415,0.0,"LINESTRING (4.187937 51.972790485, 4.4428634 51.85335040500001)"
13,B3,98,J8,25.57581521509847,0.0,"LINESTRING (4.187937 51.972790485, 4.506595 51.853350405)"
13,B3,99,J9,29.39940050421899,0.0,"LINESTRING (4.187937 51.972790485, 4.5703266 51.85335040500001)"
14,B4,0,A0,17.538298789534323,0.0,"LINESTRING (4.2516686 51.972790485, 3.9967422 51.987720495)"
14,B4,1,A1,13.199481604704076,0.0,"LINESTRING (4.2516686 51.972790485, 4.0604738 51.987720495)"
14,B4,2,A2,8.886230451872567,0.0,"LINESTRING (4.2516686 51.972790485, 4.1242054 51.987720495)"
14,B4,3,A3,4.669938819893082,0.0,"LINESTRING (4.2516686 51.972790485, 4.187937 51.987720495)"
